"xpath","TY2009","TY2010","TY2011","TY2012","TY2013","TY2014","TY2015","TY2016","TY2017","TY2018","TY2019","TY2020","TY2021","TY2022","TY2023","TY2024"
"/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/Contributions",0,0,0,11938,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/EndOfYearBalance",0,0,0,18012,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/GrantsOrScholarships",0,0,0,4662,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/InvestmentEarningsOrLosses",0,0,0,14312,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus4Years/OtherExpenditures",0,0,0,8561,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/DisclosedForCharitablePrpsInd",0,0,0,0,2770,2535,2836,3116,3450,3627,3984,5308,5119,5442,5842,2680
"/Return/ReturnData/IRS990ScheduleD/DisclosedForCharitablePurposes",4893,20158,26889,2472,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/DisclosedOrgLegCtrlInd",0,0,0,0,2733,2485,2788,3077,3395,3573,3926,5243,5056,5380,5794,2649
"/Return/ReturnData/IRS990ScheduleD/DisclosedOrgsLegalControl",4894,20138,26860,2447,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/DistributionsDuringYear",266,651,755,847,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/DistributionsDuringYearAmt",0,0,0,0,895,996,896,890,898,951,936,1276,1239,1218,928,627
"/Return/ReturnData/IRS990ScheduleD/DonatedServicesAndFacilities",1389,2570,2836,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/DonatedServicesAndUseFcltsAmt",0,0,0,0,17288,18683,19596,20008,21285,20696,20989,21905,21778,21986,21952,14621
"/Return/ReturnData/IRS990ScheduleD/DonatedServicesUseFcltsAmt",0,0,0,0,16663,18033,18890,19279,20520,19888,20184,21080,20919,21084,21010,13983
"/Return/ReturnData/IRS990ScheduleD/DonatedServicesUseOfFacilities",4785,10687,13780,15254,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/DonatedSrvcAndUseOfFacilities",4995,11132,14362,15921,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/DonorAdvisedContributions",349,1083,1264,1357,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsContriAmt",0,0,0,0,1414,1485,1506,1542,1635,1666,1718,1883,1898,1851,1834,1377
"/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsGrantsAmt",0,0,0,0,1363,1424,1451,1508,1601,1613,1659,1805,1794,1811,1785,1327
"/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsHeldCnt",0,0,0,0,1649,1736,1726,1778,1874,1911,1965,2163,2175,2159,2119,1566
"/Return/ReturnData/IRS990ScheduleD/DonorAdvisedFundsVlEOYAmt",0,0,0,0,1586,1669,1687,1738,1817,1833,1893,2066,2082,2063,2022,1480
"/Return/ReturnData/IRS990ScheduleD/EndingBalance",305,740,1053,1048,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/EndingBalanceAmt",0,0,0,0,1116,1203,1112,1157,1255,1334,1496,2123,2058,1978,1842,1334
"/Return/ReturnData/IRS990ScheduleD/EndowmentsHeldByRelatedOrgs",11613,34654,43581,23900,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/EndowmentsHeldByUnrelatedOrgs",11632,34724,43663,23995,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/EndowmentsHeldRelatedOrgInd",0,0,0,0,25900,27862,29156,30179,32522,32410,33281,35404,35911,36374,36771,24114
"/Return/ReturnData/IRS990ScheduleD/EndowmentsHeldUnrelatedOrgInd",0,0,0,0,26019,27979,29282,30312,32652,32557,33437,35570,36102,36554,36961,24262
"/Return/ReturnData/IRS990ScheduleD/Equipment",23090,73467,95134,107155,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Equipment/BookValue",22000,69715,89838,100626,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Equipment/Depreciation",21801,69031,89436,100735,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Equipment/InvestmentCostOrOtherBasis",3184,10667,12883,13884,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Equipment/OtherCostOrOtherBasis",20546,63959,83225,94206,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/EquipmentGrp",0,0,0,0,117839,127737,135071,139483,148466,150933,156099,172143,176363,178855,177829,130395
"/Return/ReturnData/IRS990ScheduleD/EquipmentGrp/BookValueAmt",0,0,0,0,110010,118708,125041,128748,136399,139376,143320,157744,160715,162425,161592,117838
"/Return/ReturnData/IRS990ScheduleD/EquipmentGrp/DepreciationAmt",0,0,0,0,110655,120099,127033,131226,139676,142073,147089,161493,164866,166795,166018,121134
"/Return/ReturnData/IRS990ScheduleD/EquipmentGrp/InvestmentCostOrOtherBasisAmt",0,0,0,0,15029,15872,16364,16624,17515,18843,20332,26196,26511,26646,26753,20984
"/Return/ReturnData/IRS990ScheduleD/EquipmentGrp/OtherCostOrOtherBasisAmt",0,0,0,0,103672,112910,119703,123868,131985,134072,138968,152517,156057,158358,157678,114570
"/Return/ReturnData/IRS990ScheduleD/ExcessOrDeficitForYear",23530,66817,81655,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/ExcessOrDeficitPerFS",23527,66751,81548,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/ExpensesIncurredEnforcementAmt",0,0,0,0,739,784,818,849,900,900,936,1020,1035,1037,1024,758
"/Return/ReturnData/IRS990ScheduleD/ExpensesIncurredForEnforcement",194,519,625,690,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/ExpensesNotReportedAmt",0,0,0,0,59025,62540,64970,65996,69828,69230,69414,72745,73086,73131,72388,50642
"/Return/ReturnData/IRS990ScheduleD/ExpensesNotRptFinclStmtAmt",0,0,0,0,51272,54244,56232,57411,60963,61650,62221,66273,66855,66996,66801,47102
"/Return/ReturnData/IRS990ScheduleD/ExpensesNotRptdF990",16911,41854,51674,55748,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/ExpensesNotRptdOnFinStmt",15114,37131,45432,48600,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/ExpensesSubtotal",21719,58482,73018,78097,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/ExpensesSubtotalAmt",0,0,0,0,83763,89188,92592,94231,99436,98890,99846,105987,106635,106233,104690,72994
"/Return/ReturnData/IRS990ScheduleD/ExplanationInPartXIII",0,0,0,3445,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/ExplanationProvidedInd",0,0,0,0,3914,4408,4746,4979,5340,5420,5695,6079,6171,6320,6409,4280
"/Return/ReturnData/IRS990ScheduleD/FederalIncomeTaxLiability",2999,6673,7488,8053,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/FederalIncomeTaxLiabilityAmt",0,0,0,0,8495,8430,8515,8225,8847,8616,8650,9361,9407,9283,8345,5455
"/Return/ReturnData/IRS990ScheduleD/FinancialDerivatives",1063,1424,1573,1654,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/FinancialDerivatives/BookValue",446,538,601,597,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/FinancialDerivatives/MethodOfValuation",165,277,289,311,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/FinancialDerivativesGrp",0,0,0,0,1668,1564,1530,1507,1640,1667,1624,1687,1871,1950,1632,1249
"/Return/ReturnData/IRS990ScheduleD/FinancialDerivativesGrp/BookValueAmt",0,0,0,0,588,384,371,345,394,508,520,695,727,753,777,628
"/Return/ReturnData/IRS990ScheduleD/FinancialDerivativesGrp/MethodValuationCd",0,0,0,0,257,255,253,244,271,373,395,581,639,674,608,482
"/Return/ReturnData/IRS990ScheduleD/FootnoteInPartXIII",0,0,0,47319,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/FootnoteTextInd",0,0,0,0,55170,61570,62684,63926,68221,68062,69884,73835,75322,76569,75984,50804
"/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIII",0,0,0,71119,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIII/Explanation",0,0,0,71082,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIII/Identifier",0,0,0,68888,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIII/ReturnReference",0,0,0,62063,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIV",18573,50418,66590,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIV/Explanation",18545,50377,66536,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIV/Identifier",17444,47095,63347,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Form990ScheduleDPartXIV/ReturnReference",13588,40522,55314,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsContriAmt",0,0,0,0,582,601,599,618,640,645,698,810,850,830,829,634
"/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsGrantsAmt",0,0,0,0,550,576,576,594,623,643,684,788,809,797,789,610
"/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsHeldCnt",0,0,0,0,669,688,688,706,734,754,791,919,948,944,934,724
"/Return/ReturnData/IRS990ScheduleD/FundsAndOtherAccountsVlEOYAmt",0,0,0,0,635,662,670,667,704,722,765,885,913,883,890,671
"/Return/ReturnData/IRS990ScheduleD/GrantsFundsAndOtherAccounts",150,480,580,531,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/GrantsPaidFromDonorFunds",334,1034,1209,1275,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/HeldWorksArtGrp",0,0,0,0,7839,8603,8674,8437,8920,8408,8307,7849,7862,7571,6030,3718
"/Return/ReturnData/IRS990ScheduleD/HeldWorksArtGrp/AssetsIncludedAmt",0,0,0,0,377,462,408,413,457,439,496,651,652,654,646,476
"/Return/ReturnData/IRS990ScheduleD/HeldWorksArtGrp/RevenuesIncludedAmt",0,0,0,0,236,322,249,258,284,252,281,420,420,422,426,319
"/Return/ReturnData/IRS990ScheduleD/HeldWorksOfArtAmts",3214,6304,6901,7253,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/HeldWorksOfArtAmts/AssetsInPartX",248,358,379,380,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/HeldWorksOfArtAmts/RevenuesIncluded",211,264,253,243,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/HistoricLandArea",43,150,198,226,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/HistoricLandAreaInd",0,0,0,0,265,287,291,306,321,330,352,387,387,391,376,294
"/Return/ReturnData/IRS990ScheduleD/HistoricStrctrEasementsAftrCnt",0,0,0,0,411,421,440,432,466,452,461,536,541,548,535,376
"/Return/ReturnData/IRS990ScheduleD/HistoricStructure",67,156,203,231,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/HistoricStructureEasementsCnt",0,0,0,0,491,520,555,547,569,552,572,662,672,652,645,454
"/Return/ReturnData/IRS990ScheduleD/HistoricStructureInd",0,0,0,0,265,287,306,310,332,329,336,368,365,366,384,254
"/Return/ReturnData/IRS990ScheduleD/InclEscrowCustodialAcctLiabInd",0,0,0,0,12631,13919,15074,15466,16752,17218,18656,21905,22162,22543,22654,14432
"/Return/ReturnData/IRS990ScheduleD/IncludedOnFS",6032,25443,35557,12032,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/InvestmentExpenses",986,1740,1788,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncld2Amt",0,0,0,0,7500,8245,8792,9393,10661,14085,15792,18283,19116,20008,20473,14243
"/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncldAmt",0,0,0,0,7527,8289,8899,9461,10769,14315,16134,18776,19656,20504,21154,14758
"/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncluded",2433,5242,6112,6761,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/InvestmentExpensesNotIncluded2",2445,5248,6108,6739,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/InvestmentsProgramRelated",725,2857,3313,3576,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/InvestmentsProgramRelated/BookValue",720,2845,3301,3566,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/InvestmentsProgramRelated/Description",722,2847,3306,3567,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/InvestmentsProgramRelated/MethodOfValuation",710,2649,3135,3442,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/InvstProgramRelatedOrgGrp",0,0,0,0,3905,4146,4326,4561,4864,4976,5104,5682,5894,5882,5979,4394
"/Return/ReturnData/IRS990ScheduleD/InvstProgramRelatedOrgGrp/BookValueAmt",0,0,0,0,3897,4134,4315,4547,4855,4968,5092,5657,5872,5852,5956,4393
"/Return/ReturnData/IRS990ScheduleD/InvstProgramRelatedOrgGrp/Desc",0,0,0,0,3891,4137,4313,4541,4848,4955,5084,5657,5871,5851,5951,4375
"/Return/ReturnData/IRS990ScheduleD/InvstProgramRelatedOrgGrp/MethodValuationCd",0,0,0,0,3772,4009,4201,4432,4726,4848,4955,5492,5704,5673,5772,4236
"/Return/ReturnData/IRS990ScheduleD/Land",16746,49755,61701,68490,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Land/BookValue",15370,46712,58238,64774,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Land/InvestmentCostOrOtherBasis",2887,8362,9817,10515,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/Land/OtherCostOrOtherBasis",14074,41444,51671,57609,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/LandGrp",0,0,0,0,74520,79976,84095,86844,92553,98680,102877,115906,118798,120421,119675,88382
"/Return/ReturnData/IRS990ScheduleD/LandGrp/BookValueAmt",0,0,0,0,70368,75336,79392,82215,87636,93958,98183,111037,113452,114973,114691,84880
"/Return/ReturnData/IRS990ScheduleD/LandGrp/InvestmentCostOrOtherBasisAmt",0,0,0,0,11168,11743,12093,12335,12915,21012,23154,29778,29991,29802,29939,23110
"/Return/ReturnData/IRS990ScheduleD/LandGrp/OtherCostOrOtherBasisAmt",0,0,0,0,62678,67756,71492,74036,79006,81019,84515,94932,96937,98399,98415,71940
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovements",12001,32257,40530,44998,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovements/BookValue",10055,27851,35239,39229,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovements/Depreciation",9875,26954,34164,38005,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovements/InvestmentCostOrOtherBasis",1912,5109,5946,6357,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovements/OtherCostOrOtherBasis",9528,25651,32530,36383,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovementsGrp",0,0,0,0,49266,53148,55983,57876,62051,63644,66453,75122,77484,78811,78594,56608
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovementsGrp/BookValueAmt",0,0,0,0,42836,46037,48646,50588,54380,56569,59261,67246,68822,69857,70270,50383
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovementsGrp/DepreciationAmt",0,0,0,0,41574,45263,47878,49838,53616,55296,58091,65548,67019,67898,68351,48935
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovementsGrp/InvestmentCostOrOtherBasisAmt",0,0,0,0,6835,7295,7650,7737,8145,8908,10279,14659,14654,14829,15055,11672
"/Return/ReturnData/IRS990ScheduleD/LeaseholdImprovementsGrp/OtherCostOrOtherBasisAmt",0,0,0,0,39841,43479,45998,47886,51521,53183,55963,63173,64779,65778,66173,46985
"/Return/ReturnData/IRS990ScheduleD/LossesReported",988,1778,1935,1865,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/LossesReportedAmt",0,0,0,0,1969,2038,2056,1973,2093,2043,2214,3241,3025,3021,2920,1936
"/Return/ReturnData/IRS990ScheduleD/ModifiedEasementsCnt",0,0,0,0,419,435,447,450,480,463,482,553,544,575,558,395
"/Return/ReturnData/IRS990ScheduleD/NetUnrealizedGLOnInvestments",9810,22870,27170,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/NetUnrealizedGainsInvestments",9155,21101,24344,27623,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/NetUnrealizedGainsInvstAmt",0,0,0,0,29861,31969,33584,34547,37196,36856,37957,41058,42232,43528,43894,29942
"/Return/ReturnData/IRS990ScheduleD/NmbrEasementsModified",148,336,372,392,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/NmbrHistStructEasements",166,366,418,443,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/NmbrHistStructEasementsAfter",151,339,371,390,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/NmbrStatesInWhichEasementsHeld",250,734,928,1063,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/NumberDAFsHeld",406,1248,1468,1590,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/NumberFundsHeld",177,532,624,645,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherAmount",6777,14954,17166,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherAssets",7537,19426,23761,25878,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherAssets/BookValue",7489,19352,23616,25721,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherAssets/Description",7528,19398,23725,25817,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherAssetsOrgGrp",0,0,0,0,27977,30630,32297,33458,35738,36742,38278,42024,44266,59428,60739,39976
"/Return/ReturnData/IRS990ScheduleD/OtherAssetsOrgGrp/BookValueAmt",0,0,0,0,27794,30450,32069,33211,35462,36564,38096,41792,44035,59147,60453,39939
"/Return/ReturnData/IRS990ScheduleD/OtherAssetsOrgGrp/Desc",0,0,0,0,27903,30550,32206,33357,35617,36609,38152,41878,44098,59256,60536,39834
"/Return/ReturnData/IRS990ScheduleD/OtherExpensesIncluded",8150,18933,23235,24770,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherExpensesIncludedAmt",0,0,0,0,26330,27863,28791,28909,30633,29922,29212,28551,29049,29588,29525,20943
"/Return/ReturnData/IRS990ScheduleD/OtherExpensesNotIncluded",4642,9798,11519,12238,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherExpensesNotIncludedAmt",0,0,0,0,12864,13572,14105,14222,15017,15040,15060,16071,15779,15921,16456,11970
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildings",17417,52336,65749,73248,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildings/BookValue",15875,47668,59678,65988,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildings/Depreciation",13967,43599,55296,61729,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildings/InvestmentCostOrOtherBasis",2310,6465,7458,7968,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildings/OtherCostOrOtherBasis",14955,45065,57012,63775,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildingsGrp",0,0,0,0,80007,86754,91400,94121,99940,102140,105505,116807,120660,123413,123580,91718
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildingsGrp/BookValueAmt",0,0,0,0,71519,77014,81100,83492,88458,90635,93415,103159,105792,107863,108574,80143
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildingsGrp/DepreciationAmt",0,0,0,0,67534,73617,77577,80084,84845,86950,90264,99665,102151,103740,104188,77824
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildingsGrp/InvestmentCostOrOtherBasisAmt",0,0,0,0,8532,8957,9311,9537,9991,10545,11811,16403,16452,16659,16868,13109
"/Return/ReturnData/IRS990ScheduleD/OtherLandBuildingsGrp/OtherCostOrOtherBasisAmt",0,0,0,0,69607,76143,80421,82934,88206,90439,93879,103577,106694,109071,109507,80790
"/Return/ReturnData/IRS990ScheduleD/OtherLiabilities",18264,53434,65964,76153,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherLiabilities/Amount",18179,53075,65372,71913,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherLiabilities/Description",18249,53356,65837,75995,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherLiabilitiesOrgGrp",0,0,0,0,81586,88824,93503,96021,102378,104373,114141,127485,125619,141874,144852,104777
"/Return/ReturnData/IRS990ScheduleD/OtherLiabilitiesOrgGrp/Amt",0,0,0,0,77296,83903,88165,90785,96938,98998,108499,120737,118463,134978,138163,99743
"/Return/ReturnData/IRS990ScheduleD/OtherLiabilitiesOrgGrp/Desc",0,0,0,0,81400,88613,93272,95769,102072,104085,113790,127063,125176,141331,144236,104277
"/Return/ReturnData/IRS990ScheduleD/OtherRevenueAmt",0,0,0,0,25237,26477,27326,27563,29160,28357,28075,28511,28356,28554,28469,20196
"/Return/ReturnData/IRS990ScheduleD/OtherRevenues",8046,18293,22017,23656,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherRevenuesNotIncluded",5681,12082,14126,14651,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherRevenuesNotIncludedAmt",0,0,0,0,15448,16173,16714,16736,17619,17371,17243,18006,18140,18106,18537,13268
"/Return/ReturnData/IRS990ScheduleD/OtherSecurities",4206,10620,12492,18786,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherSecurities/BookValue",4203,10604,12471,13212,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherSecurities/Description",4193,10588,12450,18741,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherSecurities/MethodOfValuation",4164,10474,12310,13061,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/OtherSecuritiesGrp",0,0,0,0,19535,20723,21327,21576,22729,22890,23762,26750,27484,28198,28225,20260
"/Return/ReturnData/IRS990ScheduleD/OtherSecuritiesGrp/BookValueAmt",0,0,0,0,13955,14708,15056,15217,16100,16049,16391,17925,18517,19195,19591,13666
"/Return/ReturnData/IRS990ScheduleD/OtherSecuritiesGrp/Desc",0,0,0,0,19485,20675,21261,21512,22657,22818,23692,26668,27400,28105,28115,20172
"/Return/ReturnData/IRS990ScheduleD/OtherSecuritiesGrp/MethodValuationCd",0,0,0,0,13782,14518,14840,15001,15866,15767,16106,17592,18127,18757,19116,13286
"/Return/ReturnData/IRS990ScheduleD/PermanentEndowmentEOYBalance",6276,12890,15422,16869,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/PreservationForPublicUse",87,314,426,490,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/PreservationOfOpenSpace",128,440,585,675,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/PreservationOpenSpaceInd",0,0,0,0,735,789,838,874,941,959,998,1124,1136,1151,1133,881
"/Return/ReturnData/IRS990ScheduleD/PreservationPublicUseInd",0,0,0,0,552,597,637,682,729,759,806,924,941,969,972,763
"/Return/ReturnData/IRS990ScheduleD/PriorPeriodAdjustments",1869,3828,4256,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/PriorYearAdjustments",1000,1714,1743,1960,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/PriorYearAdjustmentsAmt",0,0,0,0,1843,1925,1965,1894,1990,1900,2197,3230,2949,2960,2932,1985
"/Return/ReturnData/IRS990ScheduleD/PrmnntEndowmentBalanceEOYPct",0,0,0,0,17897,19052,19816,20493,22117,21542,21746,23028,23179,23289,23301,14750
"/Return/ReturnData/IRS990ScheduleD/ProtectionNaturalHabitatInd",0,0,0,0,854,901,970,1003,1095,1095,1151,1314,1323,1358,1352,1042
"/Return/ReturnData/IRS990ScheduleD/ProtectionOfNaturalHabitat",181,529,682,785,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/RecoveriesOfPriorYearGrants",928,1577,1599,1633,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleD/RecoveriesPriorYearGrantsAmt",0,0,0,0,1719,1760,1748,1784,1912,1809,2097,3127,2823,2845,2840,1887
